movieId,title,genres
703,Widows' Peak (1994),Unknown
704,"House of the Spirits, The (1993)",Unknown
705,Singin' in the Rain (1952),Unknown
706,Bad Moon (1996),Unknown
707,Enchanted April (1991),Unknown
708,"Sex, Lies, and Videotape (1989)",Unknown
709,Strictly Ballroom (1992),Unknown
710,Better Off Dead... (1985),Unknown
711,"Substance of Fire, The (1996)",Unknown
712,Tin Men (1987),Unknown
713,Othello (1995),Unknown
714,Carrington (1995),Unknown
715,To Die For (1995),Unknown
716,Home for the Holidays (1995),Unknown
717,"Juror, The (1996)",Unknown
718,In the Bleak Midwinter (1995),Unknown
719,Canadian Bacon (1994),Unknown
720,First Knight (1995),Unknown
721,Mallrats (1995),Unknown
722,Nine Months (1995),Unknown
723,Boys on the Side (1995),Unknown
724,Circle of Friends (1995),Unknown
725,Exit to Eden (1994),Unknown
726,Fluke (1995),Unknown
727,Immortal Beloved (1994),Unknown
728,Junior (1994),Unknown
729,Nell (1994),Unknown
730,"Queen Margot (Reine Margot, La) (1994)",Unknown
731,"Corrina, Corrina (1994)",Unknown
732,Dave (1993),Unknown
733,Go Fish (1994),Unknown
734,Made in America (1993),Unknown
735,Philadelphia (1993),Unknown
736,Shadowlands (1993),Unknown
737,Sirens (1994),Unknown
738,Threesome (1994),Unknown
739,Pretty Woman (1990),Unknown
740,Jane Eyre (1996),Unknown
741,"Last Supper, The (1995)",Unknown
742,Ransom (1996),Unknown
743,"Crow: City of Angels, The (1996)",Unknown
744,Michael Collins (1996),Unknown
745,"Ruling Class, The (1972)",Unknown
746,Real Genius (1985),Unknown
747,Benny & Joon (1993),Unknown
748,"Saint, The (1997)",Unknown
749,"MatchMaker, The (1997)",Unknown
750,Amistad (1997),Unknown
751,Tomorrow Never Dies (1997),Unknown
752,"Replacement Killers, The (1998)",Unknown
753,Burnt By the Sun (1994),Unknown
754,Red Corner (1997),Unknown
755,Jumanji (1995),Unknown
756,Father of the Bride Part II (1995),Unknown
757,Across the Sea of Time (1995),Unknown
758,Lawnmower Man 2: Beyond Cyberspace (1996),Unknown
759,Fair Game (1995),Unknown
760,Screamers (1995),Unknown
761,Nick of Time (1995),Unknown
762,Beautiful Girls (1996),Unknown
763,Happy Gilmore (1996),Unknown
764,If Lucy Fell (1996),Unknown
765,Boomerang (1992),Unknown
766,Man of the Year (1995),Unknown
767,"Addiction, The (1995)",Unknown
768,Casper (1995),Unknown
769,Congo (1995),Unknown
770,Devil in a Blue Dress (1995),Unknown
771,Johnny Mnemonic (1995),Unknown
772,Kids (1995),Unknown
773,Mute Witness (1994),Unknown
774,"Prophecy, The (1995)",Unknown
775,Something to Talk About (1995),Unknown
776,Three Wishes (1995),Unknown
777,Castle Freak (1995),Unknown
778,Don Juan DeMarco (1995),Unknown
779,Drop Zone (1994),Unknown
780,Dumb & Dumber (1994),Unknown
781,French Kiss (1995),Unknown
782,Little Odessa (1994),Unknown
783,Milk Money (1994),Unknown
784,Beyond Bedlam (1993),Unknown
785,Only You (1994),Unknown
786,"Perez Family, The (1995)",Unknown
787,Roommates (1995),Unknown
788,Relative Fear (1994),Unknown
789,Swimming with Sharks (1995),Unknown
790,Tommy Boy (1995),Unknown
791,"Baby-Sitters Club, The (1995)",Unknown
792,Bullets Over Broadway (1994),Unknown
793,Crooklyn (1994),Unknown
794,It Could Happen to You (1994),Unknown
795,Richie Rich (1994),Unknown
796,Speechless (1994),Unknown
797,Timecop (1994),Unknown
798,Bad Company (1995),Unknown
799,Boys Life (1995),Unknown
800,In the Mouth of Madness (1995),Unknown
801,"Air Up There, The (1994)",Unknown
802,Hard Target (1993),Unknown
803,Heaven & Earth (1993),Unknown
804,Jimmy Hollywood (1994),Unknown
805,Manhattan Murder Mystery (1993),Unknown
806,Menace II Society (1993),Unknown
807,Poetic Justice (1993),Unknown
808,"Program, The (1993)",Unknown
809,Rising Sun (1993),Unknown
810,"Shadow, The (1994)",Unknown
811,Thirty-Two Short Films About Glenn Gould (1993),Unknown
812,Andre (1994),Unknown
813,"Celluloid Closet, The (1995)",Unknown
814,"Great Day in Harlem, A (1994)",Unknown
815,One Fine Day (1996),Unknown
816,Candyman: Farewell to the Flesh (1995),Unknown
817,Frisk (1995),Unknown
818,Girl 6 (1996),Unknown
819,Eddie (1996),Unknown
820,Space Jam (1996),Unknown
821,Mrs. Winterbourne (1996),Unknown
822,Faces (1968),Unknown
823,Mulholland Falls (1996),Unknown
824,"Great White Hype, The (1996)",Unknown
825,"Arrival, The (1996)",Unknown
826,"Phantom, The (1996)",Unknown
827,Daylight (1996),Unknown
828,Alaska (1996),Unknown
829,Fled (1996),Unknown
830,Power 98 (1995),Unknown
831,Escape from L.A. (1996),Unknown
832,Bogus (1996),Unknown
833,Bulletproof (1996),Unknown
834,Halloween: The Curse of Michael Myers (1995),Unknown
835,"Gay Divorcee, The (1934)",Unknown
836,Ninotchka (1939),Unknown
837,Meet John Doe (1941),Unknown
838,In the Line of Duty 2 (1987),Unknown
839,Loch Ness (1995),Unknown
840,Last Man Standing (1996),Unknown
841,"Glimmer Man, The (1996)",Unknown
842,Pollyanna (1960),Unknown
843,"Shaggy Dog, The (1959)",Unknown
844,Freeway (1996),Unknown
845,That Thing You Do! (1996),Unknown
846,To Gillian on Her 37th Birthday (1996),Unknown
847,Looking for Richard (1996),Unknown
848,"Murder, My Sweet (1944)",Unknown
849,Days of Thunder (1990),Unknown
850,"Perfect Candidate, A (1996)",Unknown
851,Two or Three Things I Know About Her (1966),Unknown
852,"Bloody Child, The (1996)",Unknown
853,Braindead (1992),Unknown
854,Bad Taste (1987),Unknown
855,Diva (1981),Unknown
856,Night on Earth (1991),Unknown
857,Paris Was a Woman (1995),Unknown
858,Amityville: Dollhouse (1996),Unknown
859,April Fool's Day (1986),Unknown
860,"Believers, The (1987)",Unknown
861,Nosferatu a Venezia (1986),Unknown
862,Jingle All the Way (1996),Unknown
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Unknown
864,My Fellow Americans (1996),Unknown
865,"Ice Storm, The (1997)",Unknown
866,Michael (1996),Unknown
867,"Whole Wide World, The (1996)",Unknown
868,Hearts and Minds (1996),Unknown
869,Fools Rush In (1997),Unknown
870,Touch (1997),Unknown
871,Vegas Vacation (1997),Unknown
872,Love Jones (1997),Unknown
873,Picture Perfect (1997),Unknown
874,Career Girls (1997),Unknown
875,She's So Lovely (1997),Unknown
876,Money Talks (1997),Unknown
877,Excess Baggage (1997),Unknown
878,That Darn Cat! (1997),Unknown
879,"Peacemaker, The (1997)",Unknown
880,Soul Food (1997),Unknown
881,Money Talks (1997),Unknown
882,Washington Square (1997),Unknown
883,Telling Lies in America (1997),Unknown
884,Year of the Horse (1997),Unknown
885,Phantoms (1998),Unknown
886,"Life Less Ordinary, A (1997)",Unknown
887,Eve's Bayou (1997),Unknown
888,One Night Stand (1997),Unknown
889,"Tango Lesson, The (1997)",Unknown
890,Mortal Kombat: Annihilation (1997),Unknown
891,Bent (1997),Unknown
892,Flubber (1997),Unknown
893,For Richer or Poorer (1997),Unknown
894,Home Alone 3 (1997),Unknown
895,Scream 2 (1997),Unknown
896,"Sweet Hereafter, The (1997)",Unknown
897,Time Tracers (1995),Unknown
898,"Postman, The (1997)",Unknown
899,"Winter Guest, The (1997)",Unknown
900,Kundun (1997),Unknown
901,Mr. Magoo (1997),Unknown
902,"Big Lebowski, The (1998)",Unknown
903,Afterglow (1997),Unknown
904,Ma vie en rose (My Life in Pink) (1997),Unknown
905,Great Expectations (1998),Unknown
906,Oscar & Lucinda (1997),Unknown
907,Vermin (1998),Unknown
908,Half Baked (1998),Unknown
909,Dangerous Beauty (1998),Unknown
910,Nil By Mouth (1997),Unknown
911,Twilight (1998),Unknown
912,U.S. Marshalls (1998),Unknown
913,Love and Death on Long Island (1997),Unknown
914,Wild Things (1998),Unknown
915,Primary Colors (1998),Unknown
916,Lost in Space (1998),Unknown
917,Mercury Rising (1998),Unknown
918,City of Angels (1998),Unknown
919,"City of Lost Children, The (1995)",Unknown
920,Two Bits (1995),Unknown
921,Farewell My Concubine (1993),Unknown
922,Dead Man (1995),Unknown
923,Raise the Red Lantern (1991),Unknown
924,White Squall (1996),Unknown
925,Unforgettable (1996),Unknown
926,Down Periscope (1996),Unknown
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",Unknown
928,"Craft, The (1996)",Unknown
929,Harriet the Spy (1996),Unknown
930,Chain Reaction (1996),Unknown
931,"Island of Dr. Moreau, The (1996)",Unknown
932,First Kid (1996),Unknown
933,"Funeral, The (1996)",Unknown
934,"Preacher's Wife, The (1996)",Unknown
935,Paradise Road (1997),Unknown
936,Brassed Off (1996),Unknown
937,"Thousand Acres, A (1997)",Unknown
938,"Smile Like Yours, A (1997)",Unknown
939,Murder in the First (1995),Unknown
940,Airheads (1994),Unknown
941,With Honors (1994),Unknown
942,What's Love Got to Do with It (1993),Unknown
943,Killing Zoe (1994),Unknown
944,Renaissance Man (1994),Unknown
945,Charade (1963),Unknown
946,"Fox and the Hound, The (1981)",Unknown
947,"Big Blue, The (Grand bleu, Le) (1988)",Unknown
948,Booty Call (1997),Unknown
949,How to Make an American Quilt (1995),Unknown
950,Georgia (1995),Unknown
951,"Indian in the Cupboard, The (1995)",Unknown
952,Blue in the Face (1995),Unknown
953,Unstrung Heroes (1995),Unknown
954,Unzipped (1995),Unknown
955,Before Sunrise (1995),Unknown
956,Nobody's Fool (1994),Unknown
957,Pushing Hands (1992),Unknown
958,To Live (Huozhe) (1994),Unknown
959,Dazed and Confused (1993),Unknown
960,Naked (1993),Unknown
961,Orlando (1993),Unknown
962,Ruby in Paradise (1993),Unknown
963,Some Folks Call It a Sling Blade (1993),Unknown
964,"Month by the Lake, A (1995)",Unknown
965,Funny Face (1957),Unknown
966,"Affair to Remember, An (1957)",Unknown
967,Little Lord Fauntleroy (1936),Unknown
968,"Inspector General, The (1949)",Unknown
969,Winnie the Pooh and the Blustery Day (1968),Unknown
970,Hear My Song (1991),Unknown
971,Mediterraneo (1991),Unknown
972,Passion Fish (1992),Unknown
973,Grateful Dead (1995),Unknown
974,Eye for an Eye (1996),Unknown
975,Fear (1996),Unknown
976,Solo (1996),Unknown
977,"Substitute, The (1996)",Unknown
978,Heaven's Prisoners (1996),Unknown
979,"Trigger Effect, The (1996)",Unknown
980,Mother Night (1996),Unknown
981,Dangerous Ground (1997),Unknown
982,Maximum Risk (1996),Unknown
983,"Rich Man's Wife, The (1996)",Unknown
984,Shadow Conspiracy (1997),Unknown
985,Blood & Wine (1997),Unknown
986,Turbulence (1997),Unknown
987,Underworld (1997),Unknown
988,"Beautician and the Beast, The (1997)",Unknown
989,Cats Don't Dance (1997),Unknown
990,Anna Karenina (1997),Unknown
991,Keys to Tulsa (1997),Unknown
992,Head Above Water (1996),Unknown
993,Hercules (1997),Unknown
994,"Last Time I Committed Suicide, The (1997)",Unknown
995,"Kiss Me, Guido (1997)",Unknown
996,"Big Green, The (1995)",Unknown
997,Stuart Saves His Family (1995),Unknown
998,Cabin Boy (1994),Unknown
999,Clean Slate (1994),Unknown
1000,Lightning Jack (1994),Unknown
1001,"Stupids, The (1996)",Unknown
1002,"Pest, The (1997)",Unknown
1003,That Darn Cat! (1997),Unknown
1004,Geronimo: An American Legend (1993),Unknown
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",Unknown
1006,Until the End of the World (Bis ans Ende der Welt) (1991),Unknown
1007,Waiting for Guffman (1996),Unknown
1008,I Shot Andy Warhol (1996),Unknown
1009,Stealing Beauty (1996),Unknown
1010,Basquiat (1996),Unknown
1011,2 Days in the Valley (1996),Unknown
1012,Private Parts (1997),Unknown
1013,Anaconda (1997),Unknown
1014,Romy and Michele's High School Reunion (1997),Unknown
1015,Shiloh (1997),Unknown
1016,Con Air (1997),Unknown
1017,Trees Lounge (1996),Unknown
1018,Tie Me Up! Tie Me Down! (1990),Unknown
1019,"Die xue shuang xiong (Killer, The) (1989)",Unknown
1020,Gaslight (1944),Unknown
1021,8 1/2 (1963),Unknown
1022,"Fast, Cheap & Out of Control (1997)",Unknown
1023,Fathers' Day (1997),Unknown
1024,Mrs. Dalloway (1997),Unknown
1025,Fire Down Below (1997),Unknown
1026,"Lay of the Land, The (1997)",Unknown
1027,"Shooter, The (1995)",Unknown
1028,Grumpier Old Men (1995),Unknown
1029,Jury Duty (1995),Unknown
1030,"Beverly Hillbillies, The (1993)",Unknown
1031,Lassie (1994),Unknown
1032,Little Big League (1994),Unknown
1033,Homeward Bound II: Lost in San Francisco (1996),Unknown
1034,"Quest, The (1996)",Unknown
1035,Cool Runnings (1993),Unknown
1036,Drop Dead Fred (1991),Unknown
1037,Grease 2 (1982),Unknown
1038,Switchback (1997),Unknown
1039,Hamlet (1996),Unknown
1040,Two if by Sea (1996),Unknown
1041,Forget Paris (1995),Unknown
1042,Just Cause (1995),Unknown
1043,Rent-a-Kid (1995),Unknown
1044,"Paper, The (1994)",Unknown
1045,Fearless (1993),Unknown
1046,Malice (1993),Unknown
1047,Multiplicity (1996),Unknown
1048,She's the One (1996),Unknown
1049,House Arrest (1996),Unknown
1050,"Ghost and Mrs. Muir, The (1947)",Unknown
1051,"Associate, The (1996)",Unknown
1052,Dracula: Dead and Loving It (1995),Unknown
1053,Now and Then (1995),Unknown
1054,Mr. Wrong (1996),Unknown
1055,"Simple Twist of Fate, A (1994)",Unknown
1056,Cronos (1992),Unknown
1057,"Pallbearer, The (1996)",Unknown
1058,"War, The (1994)",Unknown
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Unknown
1060,"Adventures of Pinocchio, The (1996)",Unknown
1061,"Evening Star, The (1996)",Unknown
1062,Four Days in September (1997),Unknown
1063,"Little Princess, A (1995)",Unknown
1064,Crossfire (1947),Unknown
1065,Koyaanisqatsi (1983),Unknown
1066,Balto (1995),Unknown
1067,Bottle Rocket (1996),Unknown
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",Unknown
1069,Amateur (1994),Unknown
1070,Living in Oblivion (1995),Unknown
1071,Party Girl (1995),Unknown
1072,"Pyromaniac's Love Story, A (1995)",Unknown
1073,Shallow Grave (1994),Unknown
1074,Reality Bites (1994),Unknown
1075,"Man of No Importance, A (1994)",Unknown
1076,"Pagemaster, The (1994)",Unknown
1077,Love and a .45 (1994),Unknown
1078,Oliver & Company (1988),Unknown
1079,Joe's Apartment (1996),Unknown
1080,Celestial Clockwork (1994),Unknown
1081,Curdled (1996),Unknown
1082,Female Perversions (1996),Unknown
1083,Albino Alligator (1996),Unknown
1084,Anne Frank Remembered (1995),Unknown
1085,Carried Away (1996),Unknown
1086,It's My Party (1995),Unknown
1087,Bloodsport 2 (1995),Unknown
1088,Double Team (1997),Unknown
1089,Speed 2: Cruise Control (1997),Unknown
1090,Sliver (1993),Unknown
1091,Pete's Dragon (1977),Unknown
1092,Dear God (1996),Unknown
1093,Live Nude Girls (1995),Unknown
1094,"Thin Line Between Love and Hate, A (1996)",Unknown
1095,High School High (1996),Unknown
1096,Commandments (1997),Unknown
1097,"Hate (Haine, La) (1995)",Unknown
1098,Flirting With Disaster (1996),Unknown
1099,"Red Firecracker, Green Firecracker (1994)",Unknown
1100,What Happened Was... (1994),Unknown
1101,Six Degrees of Separation (1993),Unknown
1102,Two Much (1996),Unknown
1103,Trust (1990),Unknown
1104,C'est arrivé près de chez vous (1992),Unknown
1105,Firestorm (1998),Unknown
1106,"Newton Boys, The (1998)",Unknown
1107,Beyond Rangoon (1995),Unknown
1108,Feast of July (1995),Unknown
1109,Death and the Maiden (1994),Unknown
1110,Tank Girl (1995),Unknown
1111,Double Happiness (1994),Unknown
1112,Cobb (1994),Unknown
1113,Mrs. Parker and the Vicious Circle (1994),Unknown
1114,Faithful (1996),Unknown
1115,Twelfth Night (1996),Unknown
1116,"Mark of Zorro, The (1940)",Unknown
1117,Surviving Picasso (1996),Unknown
1118,Up in Smoke (1978),Unknown
1119,Some Kind of Wonderful (1987),Unknown
1120,I'm Not Rappaport (1996),Unknown
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Unknown
1122,They Made Me a Criminal (1939),Unknown
1123,"Last Time I Saw Paris, The (1954)",Unknown
1124,"Farewell to Arms, A (1932)",Unknown
1125,"Innocents, The (1961)",Unknown
1126,"Old Man and the Sea, The (1958)",Unknown
1127,"Truman Show, The (1998)",Unknown
1128,Heidi Fleiss: Hollywood Madam (1995) ,Unknown
1129,Chungking Express (1994),Unknown
1130,Jupiter's Wife (1994),Unknown
1131,Safe (1995),Unknown
1132,Feeling Minnesota (1996),Unknown
1133,Escape to Witch Mountain (1975),Unknown
1134,Get on the Bus (1996),Unknown
1135,"Doors, The (1991)",Unknown
1136,Ghosts of Mississippi (1996),Unknown
1137,Beautiful Thing (1996),Unknown
1138,Best Men (1997),Unknown
1139,Hackers (1995),Unknown
1140,"Road to Wellville, The (1994)",Unknown
1141,"War Room, The (1993)",Unknown
1142,When We Were Kings (1996),Unknown
1143,Hard Eight (1996),Unknown
1144,"Quiet Room, The (1996)",Unknown
1145,Blue Chips (1994),Unknown
1146,Calendar Girl (1993),Unknown
1147,My Family (1995),Unknown
1148,Tom & Viv (1994),Unknown
1149,Walkabout (1971),Unknown
1150,Last Dance (1996),Unknown
1151,Original Gangstas (1996),Unknown
1152,In Love and War (1996),Unknown
1153,Backbeat (1993),Unknown
1154,Alphaville (1965),Unknown
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Unknown
1156,Cyclo (1995),Unknown
1157,"Relic, The (1997)",Unknown
1158,"Fille seule, La (A Single Girl) (1995)",Unknown
1159,Stalker (1979),Unknown
1160,Love! Valour! Compassion! (1997),Unknown
1161,Palookaville (1996),Unknown
1162,Phat Beach (1996),Unknown
1163,"Portrait of a Lady, The (1996)",Unknown
1164,Zeus and Roxanne (1997),Unknown
1165,Big Bully (1996),Unknown
1166,Love & Human Remains (1993),Unknown
1167,"Sum of Us, The (1994)",Unknown
1168,Little Buddha (1993),Unknown
1169,Fresh (1994),Unknown
1170,Spanking the Monkey (1994),Unknown
1171,Wild Reeds (1994),Unknown
1172,"Women, The (1939)",Unknown
1173,Bliss (1997),Unknown
1174,Caught (1996),Unknown
1175,Hugo Pool (1997),Unknown
1176,Welcome To Sarajevo (1997),Unknown
1177,Dunston Checks In (1996),Unknown
1178,Major Payne (1994),Unknown
1179,Man of the House (1995),Unknown
1180,I Love Trouble (1994),Unknown
1181,"Low Down Dirty Shame, A (1994)",Unknown
1182,Cops and Robbersons (1994),Unknown
1183,"Cowboy Way, The (1994)",Unknown
1184,"Endless Summer 2, The (1994)",Unknown
1185,In the Army Now (1994),Unknown
1186,"Inkwell, The (1994)",Unknown
1187,Switchblade Sisters (1975),Unknown
1188,Young Guns II (1990),Unknown
1189,Prefontaine (1997),Unknown
1190,That Old Feeling (1997),Unknown
1191,"Letter From Death Row, A (1998)",Unknown
1192,"Boys of St. Vincent, The (1993)",Unknown
1193,Before the Rain (Pred dozhdot) (1994),Unknown
1194,Once Were Warriors (1994),Unknown
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),Unknown
1196,"Savage Nights (Nuits fauves, Les) (1992)",Unknown
1197,"Family Thing, A (1996)",Unknown
1198,Purple Noon (1960),Unknown
1199,Cemetery Man (Dellamorte Dellamore) (1994),Unknown
1200,Kim (1950),Unknown
1201,Marlene Dietrich: Shadow and Light (1996) ,Unknown
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Unknown
1203,Top Hat (1935),Unknown
1204,To Be or Not to Be (1942),Unknown
1205,"Secret Agent, The (1996)",Unknown
1206,Amos & Andrew (1993),Unknown
1207,Jade (1995),Unknown
1208,Kiss of Death (1995),Unknown
1209,Mixed Nuts (1994),Unknown
1210,Virtuosity (1995),Unknown
1211,Blue Sky (1994),Unknown
1212,Flesh and Bone (1993),Unknown
1213,Guilty as Sin (1993),Unknown
1214,In the Realm of the Senses (Ai no corrida) (1976),Unknown
1215,Barb Wire (1996),Unknown
1216,Kissed (1996),Unknown
1217,Assassins (1995),Unknown
1218,Friday (1995),Unknown
1219,"Goofy Movie, A (1995)",Unknown
1220,Higher Learning (1995),Unknown
1221,When a Man Loves a Woman (1994),Unknown
1222,Judgment Night (1993),Unknown
1223,King of the Hill (1993),Unknown
1224,"Scout, The (1994)",Unknown
1225,Angus (1995),Unknown
1226,Night Falls on Manhattan (1997),Unknown
1227,"Awfully Big Adventure, An (1995)",Unknown
1228,Under Siege 2: Dark Territory (1995),Unknown
1229,Poison Ivy II (1995),Unknown
1230,Ready to Wear (Pret-A-Porter) (1994),Unknown
1231,Marked for Death (1990),Unknown
1232,Madonna: Truth or Dare (1991),Unknown
1233,Nénette et Boni (1996),Unknown
1234,Chairman of the Board (1998),Unknown
1235,"Big Bang Theory, The (1994)",Unknown
1236,"Other Voices, Other Rooms (1997)",Unknown
1237,Twisted (1996),Unknown
1238,Full Speed (1996),Unknown
1239,Cutthroat Island (1995),Unknown
1240,Ghost in the Shell (Kokaku kidotai) (1995),Unknown
1241,"Van, The (1996)",Unknown
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Unknown
1243,Night Flier (1997),Unknown
1244,Metro (1997),Unknown
1245,Gridlock'd (1997),Unknown
1246,Bushwhacked (1995),Unknown
1247,Bad Girls (1994),Unknown
1248,Blink (1994),Unknown
1249,For Love or Money (1993),Unknown
1250,Best of the Best 3: No Turning Back (1995),Unknown
1251,A Chef in Love (1996),Unknown
1252,"Contempt (Mépris, Le) (1963)",Unknown
1253,"Tie That Binds, The (1995)",Unknown
1254,Gone Fishin' (1997),Unknown
1255,Broken English (1996),Unknown
1256,"Designated Mourner, The (1997)",Unknown
1257,"Designated Mourner, The (1997)",Unknown
1258,Trial and Error (1997),Unknown
1259,Pie in the Sky (1995),Unknown
1260,Total Eclipse (1995),Unknown
1261,"Run of the Country, The (1995)",Unknown
1262,Walking and Talking (1996),Unknown
1263,Foxfire (1996),Unknown
1264,Nothing to Lose (1994),Unknown
1265,Star Maps (1997),Unknown
1266,Bread and Chocolate (Pane e cioccolata) (1973),Unknown
1267,Clockers (1995),Unknown
1268,Bitter Moon (1992),Unknown
1269,Love in the Afternoon (1957),Unknown
1270,Life with Mikey (1993),Unknown
1271,North (1994),Unknown
1272,Talking About Sex (1994),Unknown
1273,Color of Night (1994),Unknown
1274,Robocop 3 (1993),Unknown
1275,Killer (Bulletproof Heart) (1994),Unknown
1276,Sunset Park (1996),Unknown
1277,Set It Off (1996),Unknown
1278,Selena (1997),Unknown
1279,Wild America (1997),Unknown
1280,Gang Related (1997),Unknown
1281,Manny & Lo (1996),Unknown
1282,"Grass Harp, The (1995)",Unknown
1283,Out to Sea (1997),Unknown
1284,Before and After (1996),Unknown
1285,Princess Caraboo (1994),Unknown
1286,Shall We Dance? (1937),Unknown
1287,Ed (1996),Unknown
1288,Denise Calls Up (1995),Unknown
1289,Jack and Sarah (1995),Unknown
1290,Country Life (1994),Unknown
1291,Celtic Pride (1996),Unknown
1292,"Simple Wish, A (1997)",Unknown
1293,Star Kid (1997),Unknown
1294,Ayn Rand: A Sense of Life (1997),Unknown
1295,Kicked in the Head (1997),Unknown
1296,Indian Summer (1996),Unknown
1297,Love Affair (1994),Unknown
1298,"Band Wagon, The (1953)",Unknown
1299,Penny Serenade (1941),Unknown
1300,'Til There Was You (1997),Unknown
1301,Stripes (1981),Unknown
1302,Late Bloomers (1996),Unknown
1303,"Getaway, The (1994)",Unknown
1304,New York Cop (1996),Unknown
1305,National Lampoon's Senior Trip (1995),Unknown
1306,Delta of Venus (1994),Unknown
1307,Carmen Miranda: Bananas Is My Business (1994),Unknown
1308,Babyfever (1994),Unknown
1309,"Very Natural Thing, A (1974)",Unknown
1310,"Walk in the Sun, A (1945)",Unknown
1311,Waiting to Exhale (1995),Unknown
1312,"Pompatus of Love, The (1996)",Unknown
1313,Palmetto (1998),Unknown
1314,Surviving the Game (1994),Unknown
1315,Inventing the Abbotts (1997),Unknown
1316,"Horse Whisperer, The (1998)",Unknown
1317,"Journey of August King, The (1995)",Unknown
1318,Catwalk (1995),Unknown
1319,"Neon Bible, The (1995)",Unknown
1320,Homage (1995),Unknown
1321,Open Season (1996),Unknown
1322,Metisse (Café au Lait) (1993),Unknown
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",Unknown
1324,Loaded (1994),Unknown
1325,August (1996),Unknown
1326,Boys (1996),Unknown
1327,Captives (1994),Unknown
1328,Of Love and Shadows (1994),Unknown
1329,"Low Life, The (1994)",Unknown
1330,An Unforgettable Summer (1994),Unknown
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Unknown
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Unknown
1333,Midnight Dancers (Sibak) (1994),Unknown
1334,Somebody to Love (1994),Unknown
1335,American Buffalo (1996),Unknown
1336,Kazaam (1996),Unknown
1337,Larger Than Life (1996),Unknown
1338,Two Deaths (1995),Unknown
1339,Stefano Quantestorie (1993),Unknown
1340,"Crude Oasis, The (1995)",Unknown
1341,Hedd Wyn (1992),Unknown
1342,"Convent, The (Convento, O) (1995)",Unknown
1343,Lotto Land (1995),Unknown
1344,"Story of Xinghua, The (1993)",Unknown
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Unknown
1346,Dingo (1992),Unknown
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Unknown
1348,Every Other Weekend (1990),Unknown
1349,Mille bolle blu (1993),Unknown
1350,Crows and Sparrows (1949),Unknown
1351,Lover's Knot (1996),Unknown
1352,Shadow of Angels (Schatten der Engel) (1976),Unknown
1353,1-900 (1994),Unknown
1354,Venice/Venice (1992),Unknown
1355,Infinity (1996),Unknown
1356,Ed's Next Move (1996),Unknown
1357,For the Moment (1994),Unknown
1358,The Deadly Cure (1996),Unknown
1359,Boys in Venice (1996),Unknown
1360,"Sexual Life of the Belgians, The (1994)",Unknown
1361,"Search for One-eye Jimmy, The (1996)",Unknown
1362,American Strays (1996),Unknown
1363,"Leopard Son, The (1996)",Unknown
1364,Bird of Prey (1996),Unknown
1365,Johnny 100 Pesos (1993),Unknown
1366,JLG/JLG - autoportrait de décembre (1994),Unknown
1367,Faust (1994),Unknown
1368,Mina Tannenbaum (1994),Unknown
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Unknown
1370,I Can't Sleep (J'ai pas sommeil) (1994),Unknown
1371,"Machine, The (1994)",Unknown
1372,"Stranger, The (1994)",Unknown
1373,Good Morning (1971),Unknown
1374,Falling in Love Again (1980),Unknown
1375,"Cement Garden, The (1993)",Unknown
1376,Meet Wally Sparks (1997),Unknown
1377,Hotel de Love (1996),Unknown
1378,Rhyme & Reason (1997),Unknown
1379,Love and Other Catastrophes (1996),Unknown
1380,Hollow Reed (1996),Unknown
1381,Losing Chase (1996),Unknown
1382,"Bonheur, Le (1965)",Unknown
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",Unknown
1384,Squeeze (1996),Unknown
1385,Roseanna's Grave (For Roseanna) (1997),Unknown
1386,Tetsuo II: Body Hammer (1992),Unknown
1387,Fall (1997),Unknown
1388,Gabbeh (1996),Unknown
1389,Mondo (1996),Unknown
1390,"Innocent Sleep, The (1995)",Unknown
1391,For Ever Mozart (1996),Unknown
1392,"Locusts, The (1997)",Unknown
1393,Stag (1997),Unknown
1394,Swept from the Sea (1997),Unknown
1395,Hurricane Streets (1998),Unknown
1396,Stonewall (1995),Unknown
1397,Of Human Bondage (1934),Unknown
1398,Anna (1996),Unknown
1399,Stranger in the House (1997),Unknown
1400,Picture Bride (1995),Unknown
1401,M. Butterfly (1993),Unknown
1402,"Ciao, Professore! (1993)",Unknown
